title,point,review,type
테넷,10,뭔가 터미네이터2의 감동,긍정
공수도,10,저예산이라 기대를 안한건 사실이지만 생각보다 너무 만족했던 영화입니다. 무엇보다 뻔한 스토리라는 생각이 들기도 하지만 진행의 속도나 배우들의 연기가 너무 좋았습니다! 그리고 어쨌든 결말도 속 시원한 발차기가 좋았네요. 너무 깊이와 의미를 찾기 보다 재미있게 즐기기에는 좋은 것 같습니다~!,긍정
미스터 주: 사라진 VIP,10,최고!올해본영화중최고에요,긍정
인 타임,6,소재좋고 등장인물도좋은데 디테일이 억지스럽다,부정
뮬란,1,내가 아는 뮬란이랑 좀 달라서 볼떄 뭐지..하면서 봄,부정
오케이 마담,3,그냥 노잼 감독 징역20년갔다온듯,부정
죽지않는 인간들의 밤,1,진짜 절대 보지 마세요 스토리는 개판에 웃긴다고 만든 대사와 장면들은 재미 1도 없고 좋은 배우들 데려다 무슨 이상한 말투와 대사만 시키고 사회적 교훈도 없고 액션도 어색함 이거보기 전에 식곤증 오길래 영화보다 아깝게 잘까봐 낮잠자고 봤는데 차라리 이런 쓰레기 영화 볼바엔 그냥 영화관에서 잘걸 그랬어요 영화비를 숙박비라 치고ㅋㅋ어찌 이런 영화를 만들수 있는지 진짜 너무 한것 같네요 여기에 들어간 내돈과 시간이 죽음 평점0이나 마이너스가 없는게 아쉬움 1이라도 줘야 이 영화를 보는 다른 피해자들이 안생길수 있기에 줍니다ㅋㅋ,부정
검객,2,아보지마세요 그냥 좀 어색행ㆍㄴㄷ,부정
포드 V 페라리,1,너무 김,부정
야구소녀,10,주수인선수 결과에 상관없이 너무 멋지네요~,긍정
너의 이름은.,10,처음 개봉했을때 별 기대없이 봤는데 충격받고 이후로 몇번을 더 봤는지 모르겠다..ost가 미쳤다 마지막 30분 진짜 벅차오름 영화관에서 보길 진짜 잘했다는 생각이 드는 영화,긍정
언힌지드,8,살짝 병맛이지만 그런대로 재미지다ㅎ,긍정
82년생 김지영,1,전형적인 남성혐오 영화임. 그리고 이거 보면서 고개 끄덕이는 애들은 저런 상황 아예 겪어 보지도 않고 20대 여성들은 누구보다도 대한민국에서 최고의 수혜자들인데 뭐가 여성 인권 신장인지? 지금 신장되다 못해 역차별이 넘치고 흐르는 세상인데? 아 그들이 원하는 세상은 여자가 모든 것을 지배하고 남자들은 노예만드는 그런 세상인가보지? 참 대단하다 깨어있는 척 하지말고 니들의 그 더러운 욕구를 솔직하게 이야기해라 페미년들아~,부정
아메리칸 뷰티,9,"사랑이란 한순간이다. 하지만 가족이 되었을 때 뗄래야 뗄 수 없게된다. 그 안에서 어쩔 수 없이 생기는 매너리즘, 얽히고 섥힌 과정속에서 후회를 하고 깨달았을 땐 이미 늦은 것이다. 이 전체적인 과정이 되풀이 되는것도 매너리즘이라 볼 수 있을까. 나도 가장이 된다면 이런 매너리즘 속으로 들어갈지도 모른다는 생각에 두렵다.",긍정
트랜스포머: 최후의 기사,4,엑스맨과 트랜스포머의 특징: 흥행보면 다음 영화 부터 망작임,부정
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,8,나름 볼만했네요..코드가 영화보다 좋긴했지만...,긍정
테넷,8,놀란감독이 처음으로 시도한 액션영화.역시 다르다~,긍정
피끓는 청춘,10,그냥 재밋음 아무생각없이 보기 좋음,긍정
뮬란,9,보이콧을 떠나 영화적으로 역시 디즈니네요. 스팩타클과 액션 소품 의상 등 나무랄데가 없고 자막이 끝나는 마지막까지 아름다운 OST가 내맘을 사로잡던 영화. 이수현의 숨겨진 내모습 노래가 귓가에 맴돌아 바로 다운받았습니다. 좋아요!,긍정
변태 가면,7,코믹 영화로서 충분한 역할을 해주는 영화. 일본의 아이디어란.,긍정
시애틀의 잠 못 이루는 밤,6,사랑스러운 맥라이언의 모습을 고스란히 들여다 볼수 있다,긍정
국제수사,1,이런 영화를 돈을 받고 상영 한다는게..하... 배우들이 아까운 영화에요.시간이 너무 아까워요,부정
죽지않는 인간들의 밤,1,걍 웃음밖에 안나오네 내 시간 어쩔거냠,부정
세이프 하우스,10,재미있게 봤음~역시 믿고보는 주연배우들,긍정
기기괴괴 성형수,4,징그러운고 개못보는데 징그러워서 중간에 나왓어요 넘 무섭 울면서나옴,부정
유열의 음악앨범,2,"마지막 루시드폴의 오, 사랑이 나오면서 정해인이 원서동 계동길을 뛰는 장면만 좋았다...",부정
담보,10,좋은 작품입니다. ^^,긍정
버즈 오브 프레이(할리 퀸의 황홀한 해방),6,"한국사람에게 맞지 않는 억지액션, 억지웃음...",부정
지니어스 독,2,"다른 강아지 영화를 보고 감동 받으면서 시청 했지만, 다들 아시겠지만, 영화가 중국 영화 인거 같아서 매우 별로 입니다.돈 아까우니 보지 마세요.짜증나네요.",부정
"협녀, 칼의 기억",4,할튼 한국감독들은 연출의 기본도 안되는 실력으로 뭔 감독을 한다고...,부정
나랏말싸미,1,역사왜곡을 대체 왜 하는 거지? 양심이 없나?,부정
시카리오: 암살자의 도시,9,영화가 끝나고서야 내가 숨을 쉬고있음을 느꼈다.,긍정
국제수사,2,아.. 쉴드 쳐주기 너무 힘들었다. 내가 곽도원 팬이라도...,부정
그린랜드,1,뻔한 전개에 노답 스토리. 보다 암걸릴뻔,부정
토이 스토리 3,9,진짜 감동 그 자체! 나의 인생영화 시리즈중 3편,긍정
#살아있다,5,"소재는 그럭저럭 괜찮았는데, 전체적으로 긴장감을 유지하는게 아쉽다 그런데 장소가 한정되어 있고 끝까지 끌고 가기가 쉽지 않았겠지",부정
거짓말,7,자막도 완전 성의 없이 만들고 화질도 너무 떨어진다. 저질영화,부정
성난황소,8,한국영화가 웬일로 해피엔딩이냐. 특별히 8점 준다. 좀 어설픈 장면도 몇군데 있었지마는 이 정도면 한국 영화치고는 무난하게 만들었다고 봐. 수고들 했다. 깡패 양아치나 빨갱이 양성 교육 반일 군 비하 영화에 찌든 한국 영화도 이젠 변해야 할 시점이야.,긍정
담보,1,사람들 웃긴게 한국영화는 신파천지라면서 맨날 지들이 제발로 신파영화 관객수 채워줌ㅋㅋㅋㅋ,부정
국제수사,1,"시간, 돈 아까워요... 2020년 영화 아니고 1920년 영화같아요...",부정
무서운 이야기 2,2,박정민 배우에 흠뻑 빠져서 이 분이 출현하신 영화 찾아보다 무서운이야기3 타고 왔는데 제가 본 영화였었네욬ㅋㅋㅋ20살때 봤는데 워낙 심장 약해서 공포영화를 못보는 탓에 이조차도 무서웠지만 7년이나 지낫어도 약빤느낌 가득했던 영화였다는건 기억이 가득 남네요ㅋㅋ 결국 탈출도 못하구ㅋㅋㅋㅋ 박정민 배우 덕에 후기를 7년뒤에 쓸줄이야ㅋ,부정
담보,10,승이 연기 너무잘해요~ 끝에 엄청 울었네요. 힐링영화..따뜻!,긍정
애프터: 그 후,4,아니 그냥 헤어졌음 좋겠다; 만났다 헤어졌다 기승전결도 없고 뭔 내용인지도 모르겠음 영화 볼 돈으로 국밥 드세요..,부정
국제수사,1,네네 보다가 잠들었어요 굉장히 실망입니다,부정
너의 이름은.,10,레전드영화 설명이필요없다,긍정
담보,1,정말 억지 감동이네요....,부정
속닥속닥,1,스토리는 개연성을 넘어 우연도 없어 보입니다.  그러기엔 앞부분은 지나치게 길구요. 평점 8점대라니....,부정
담보,10,완전 펑펑울고 나왔네요 성동일배우님 연기에 아역배우연기에 감동이였습니다,긍정
죽지않는 인간들의 밤,1,저 진짜 재미없으면 자는데 설마 이정도로 재미없을까 싶어서 끝까지 혀 깨물고 참고 봤어요. 만약 보시게 되면 그냥 주무세요^^,부정
다만 악에서 구하소서,2,기대보다는 산만한 영화. 단순하고....근데 박정민은 어쩜 이쁘게 연기잘할ㄲ요,부정
"어디갔어, 버나뎃",9,어머니랑 같이 봤는데 끝까지 잘봤어요,긍정
저스트 프렌드,10,넷플릭스로 봤는데 진짜 재미있게 봤다마지막은 허무할만큼 초반 중반 스토리 탄탄했는데마지막장면 탄탄했으면 하는 무튼 추천,긍정
말모이,10,전 기대없이봤는데 생각보다 재밌어요,긍정
해리 포터와 마법사의 돌,10,이 영화는 정말 책을 잘 표현한 영화다.,긍정
담보,6,솔직히 내용에 너무 진부하고 신파극임 ㅠ 연기자들이 연기를 잘해서 눈물이 나긴 했는데 드라마에서나 볼 법한 내용... 에휴,부정
담보,10,너무 슬펐네요ㅠㅠ 보고 나오는데 너무 민망했어요ㅋㅋ 계속 울어대가지구ㅠㅠㅠ진짜 인생영화!!,긍정
리얼,1,아 tq 가면 속 팩인지 뭔지 개토나오네. 개혐오스럽다. 내 속 아 감독 개whw같은toRL,부정
미녀 삼총사 3,10,액션과 재미 감동 ost까지 다 잡음 ㅇㅇㅋ,긍정
#살아있다,3,"일부러 이렇게 만든건가? 좀비 장르니까 그래 이정도면 나쁘지않아 생각 들때쯤 억지 장면 나와서 짜증, 맥락없는 감동유발 볼때마다 또 짜증, 다보고 나면 어이없어서 웃음만 나옴 ㅋㅋ 이영화에서 좀비 조연, 엔딩 노래만 좋다",부정
퍼펙트맨,10,진빼입니더ㅋ세번봤으요ㅋ조진웅아이쒸 쵝오ㅋ,긍정
특종: 량첸살인기,2,"기자같지 않은 기자, 경찰같지 않은 경찰, 범인같지 않은 범인이 만들어낸 희대의 촌극... 현실성 제로에, 상식적 납득이 안됨",부정
조조 래빗,10,색다른 시선이 신선했다..,긍정
미라클 프롬 헤븐,10,God is not dead!,긍정
국제수사,2,최근본영화중에 최악이렇게 재미없기도 힘들지않나영화좋아해서 왠만하면 재밌게보는데예고에 낚여서 평도안보고봤네요다음부터는 리뷰확인하고 봐야겠어요,부정
쇼크웨이브,8,킬링타임 영화로 딱인거같아요 중간에 경찰  좀 충격적이였는데 저는 재밌게 봤어요 마지막에 약간 아쉬운감도있는데 갠적으로 테러영화 좋아하시면 추천!,긍정
담보,10,힐링영화네요. 승이 역할한 박소이 연기 굿이네요. 성동일 김희원도 좋구요. 하지원은 좀 미스캐스팅 아닌가요? 나이가...,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,팬카페에 참석하지 못해 매우 아쉬웠는데아쉬움을 해소할수 있어 정말 좋았습니다한번 더 보고 싶은데 직장다니다보니시간이 잘 안나지만 가능ㅈ한 더 보고싶습니다너무너무 감동적이었습니다,긍정
트라이얼 오브 더 시카고 7,8,"아론 소킨의 날카로움과 상업 영화다운 극적인 연출, 좋은 배우들의 열연 그리고 시의적절함까지. 정말 미국은 지금 심각한 보다. 할리우드가 이렇게 온 우주가 나서서 돕길 바라듯 간절히 원하고 있는 걸 보고 있으면 말이다.",긍정
조작된 도시,2,평점도 조작해버렸네요,부정
트롤킹,10,트림이 아빠를 구하기 위해 용기내는 모습이 너무 좋았습니다. 재미랑 감동 두가지를 잡은 애니,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,너무너무 감동적이었어요.팬미팅 현장에 와있는듯 .시간이 넘 빠르게 느껴져 일어나기 싫었구요.비하인드 무대도 기대이상꼭 한번더 보러갈겁니다,긍정
국제수사,10,간만에 재밌게 본 영화였습니다~^^,긍정
테넷,8,부모님과 재미있게 보았습니다,긍정
미스터 주: 사라진 VIP,3,여러분 진짜 보지마세요 충고합니다. 웬만하면 괜찮다하는데 이거는 진짜 시간 낭비에요 성우들도 모두 초보라서 어색한건 어쩔수없다고 해도 연출 스토리 개망함 연관성을 모르겠고 영화의 목적이 뭔지 모르겠음 다보고 내가 뭘본거지 딱 이생각남 스토리 짜는사람이 약주한잔하고 짠 영화 진짜 재미없기도 하지만 스토리가 가장 많이 깍았다에 건다. 마지막 스크린 올라올때 노래나오는건만 재미있다,부정
국제수사,10,은근 꿀잼 ㅋㅋ 한번 더 보고 싶음,긍정
스피시즈,8,어릴 때 tv에서 보고 여주인공 너무 이뻐서 입 떡 벌리고 봤었는데 10년 넘게 지나고 다시봐도 미쳤음.. 외모는 진짜 선녀가 따로없다 ㅋㅋ,긍정
판도라,1,고증 쓰레기 선동영화 정말 별로,부정
헨리스 크라임,8,참신한 영화이자키아누 때문에 봤는데넘 잼나네. 다만 결말이 넘 황당. 여운을 남긴 게 아쉬우면서도감독의 의도를 생각하며 ...,긍정
오케이 마담,1,내가 발로 찍어도 이거보단 재밌겠다,부정
그린랜드,2,보다가 자고 보다가 자고 했어요ㅠㅠ,부정
성난황소,10,솔직히 두식이 이성우씨 연기 잘하네 범죄도시서나 여기서나..저런 배우는 언제또영화 나오지..?두식이 연기 진짜 리얼로 감상햇네...,긍정
국제수사,1,그냥 ㅈ노잼 감상포인트는 얼마나 개연성 없고 캐릭터의 입체감이 떨어지는지 보는거?,부정
담보,10,"영화 "" 담보 "" 를 봤습니다.좀, 억지스러운 구성이 있는 것은 사실이지만 - 영화니까 -인생의 부분부분들을 잘 만져주는 영화였습니다.많은 사람들이 좋은 마음으로 극장을 나섭니다. 저에게는 ""인생영화""로 꼽힐것 같습니다.",긍정
마샤와 곰: 최고 중에 최고,2,ㅅㅂ 장난치나 진짜영화라길래 다른건줄 았았더니만 티비 에피소드 묶어서 1시간 방영하는게 무슨 영화란 거야배급사 진짜 사람 제대로 낚았네,부정
유전,1,이게 무섭다고??!!!,부정
담보,10,연기와 스토리가 참 좋네요~ 감동적이예요! 마지막엔 눈물닦는라 ㅎㅎ,긍정
너의 이름은.,10,마음이 너무 간질간질함ㅜㅜ 색감도 최고!! 감독 천잰듯,긍정
국제수사,8,유쾌하게 볼 수 있어 좋은 영화ㅋㅋ,긍정
미드소마,1,내 시간 가온나 감독 ㅆbar 영화보고 어이없어서 개빡친적은 처음이다,부정
우리도 사랑일까,10,슬프고 솔직하고 아름다운 영화,긍정
마일 22,6,미국영웅놀이 ㅎ.터미네이트 납셔내.ㅎ,부정
마녀 배달부 키키,10,눈물을 강요하는 내용이 전혀 없음에도 너무 따뜻하고 눈물나는 영화,긍정
담보,6,감동적인 내용인건 맞지만 스토리 너무 뻔하고 약간 노잼에 지루함 그에 비해 평점은 너무 높은듯,부정
교실 안의 야크,9,코로나 블루도 떨쳐버릴만한 힐링되는 영화 대자연과 아이들의 눈빛만 봐도 가슴이 먹먹해지네요.잘 봤습니다. -  우렁색시~~,긍정
국제수사,2,영화 시작하고 너무 졸렸는데안잘라고 진짜 열심히 버텼음눈뜨니까 사람들 나가고있더라 1시간 넘게 꿀잠잣음,부정
국제수사,1,배우 커리어에 치명적인영화,부정
무사,10,방금 감기보다가 평점 남기고 같은 감독 작품이란걸 보고 여기까지 왔다.왜 이런 수작을 만든 감독이...감기같은 ㅆ망작을 만들게 된걸까 .안타깝다무사는 중학생때부터 몇번씩은 본 정말 잘 만든 수작인데.. 안타깝기 그지없다,부정
"그 시절, 우리가 좋아했던 소녀",10,"잊혀지지 않는 대만 히트작,,,ㅋ",긍정
해수의 아이,8,2시간 동안 히사이시조의 뮤비를 보신다고 생각하시면 감동깊게 보실 수 있습니다^^,긍정
패션 오브 크라이스트,10,죽기전 꼭봐야되는영화,긍정
브레이크 더 사일런스: 더 무비,10,저는 민윤기의 순대국밥이 되겠습니다... 진짜 그 첨에 알엠오빠 인터뷰 하는데 그 순간부터 찡했음... ㅠㅠ 많은 생각을 하게 해 주는 영화였고 감동적이었음,긍정
세인트 클라우드,10,굿굿 기억에 남을 만한 영화 스토리와 영상미 좋았어요,긍정
담보,2,이 영화에서 가장 이해가 안가는건 두석이라는 존재인데 이인간은 보살아니면 그냥 호구 아이를 납치 한뒤 돈받고나서 도대체 왜 애착을하는건가 과거의 회상씬이라도있으면 본인이 딸을잃은 뭐아픔이라던가 이런것때문에 공감이라도할텐데이영화에는 그런게 1도없고 그냥 무대포 전진으로 닥치고 담보내놔 식으로 매듭짓는다.영화다보고나서 원빈주연 아저씨가 생각나는데 거긴 최소한 회상씬이라도 해놔서 원빈이여자아이를 보면서 딸생각이라도하지 그냥.. 정말좋은 재료가지고 라면에 때려박아서먹는기분 맛은있지 그런데 곰곰히 생각해보면 차라리 다른요리를 해먹는게낫겟다 싶지.,부정
대장 김창수,4,조진웅의 어색한 연기.설민석 강의 듣고 만든 건가요?,부정
해수의 아이,5,원작 안보고 봤음 진짜 이해 안됨... 은유와 상징이 너무 무식하게 직관적이고 인간중심적인게 아쉽고 스토리 개연성도 부족하고 흐름도 이해 안가고 떡밥을 던져놓고 안걷음 이과감성까지는 좋은데 그냥 작가 정신세계를 날로 던져놓고 우리보고 감상하라 하는 느낌? 정돈이 안돼있고 대사도 어떤 커다란 생각의 정리안된 파편같았음 난해하고 불친절하다는 느낌이 강함 영상미 하나는 진짜 굿 바다 좋아하면 추천 심해공포증있으면 비추작화 보려고 보는 영화...ㅎㅎ,부정
언힌지드,10,특이한 소재. 시간가는줄 몰랐음.,긍정
"좋은 놈, 나쁜 놈, 이상한 놈",9,"많이 봤는데 모니터 사고 보니 느낌이 다르네요, 특히 촬영이 더 좋아 보입니다. 굿굿",긍정
밥정,10,"깊은울림 가족애 현재의 소중함, 감사함을 느낄수있는 작품이었습니다.",긍정
뮬란,2,왜 디즈니 주식이 곤두박칠쳤는지 체험 할 수 있는 대목.,부정
히트맨,10,병맛코믹 액션신도 많고 잼게봤어요ㅎㅎㅎㅎ,긍정
마이 백 페이지,5,말만 앞서고 내로남불하는 누구들 같네.. 그건 둘째치고 연출이 너무 지루.. 1시간 반으로 줄였어도 될듯,부정
담보,10,영화 담보 흥행하라 모두들 파이팅,긍정
다만 악에서 구하소서,1,시작하고 잠시후 애 납치당하는거보고 '황정민이 애 구하고 죽는거면 1점준다고 생각했는데 역시나' 이렇게 뻔할수가..스토리가 아예 없음.애 구하는 영화는 어째서 하나같이 결말에 죽는거 밖에 없냐?,부정
국제수사,10,"은근히 웃겨서 계속 혼자 웃으면서 봤습니다!촬영하신다고 수고하셨고, 재밌게 잘봤습니다 ㅋㅋ",긍정
#살아있다,5,그래서 좀비는 대체 집에 어떻게 들어온거죠..? 제일 의문...,부정
에너미 오브 스테이트,10,22년전 영화가 요즘영화들보다도 더 재밌네..,긍정
기생충,9,각본의 중요성,긍정
다만 악에서 구하소서,4,영화는 보통이었고 황정민은 좋았음이정재가 아니라 신인이 나왔었으면 더 좋았을지도 ??? 나만 그런가??,부정
담보,10,"연기, 스토리 모두 너무너무  만족입니다..한번도 평점을 주거나 글 남긴적  없는데..특히 승희 아역 연기  대박입니다..오랫만에  영화보다가 맘껏  울었어요",긍정
방황하는 칼날,1,영화 중반 부 부터 고구마 먹는 느낌 영화보며 여친이랑 짜증나~ 연발하다 그 짜증남으로 여친이랑 싸움 다신 안본다,부정
해리 포터와 혼혈 왕자,10,"이 영화가 개봉할 당시에, 어린아이였던 내가 이해하지 못했던 수많은 내용들이 몇 년이 지나고서야 봤을 때 퍼즐조각이 맞춰진 것 처럼 이해하며 보게되었다.. 훌륭한 영화... 어릴 때 영화가 끝난 후 이게 뭐야 하면서 찝찝하게 영화관에서 나온 내가 지금은 영화가 끝난 후 오만가지 감정이 뒤섞이며 감탄하였다.. 해리포터 시리즈 중 가장 지루하다고 느낀 영화였는데 다시보니..시리즈 중 가장 필요했던, 없어선 안될 중요한 역할을 한 편이었던 거 같다.",긍정
부활: 그 증거,10,바쁘게 달려온 삶 가운데 바른 목표와 이유를 가지고 살게 해주는 영화ㅎㅎ 왜 사는지와 죽음과 죽음 이후를 준비하게 해주는 영화,긍정
탈출,10,이연걸표 다이하드 구숙정의 레전드 미모,긍정
죽지않는 인간들의 밤,2,조금 웃기다고 한다면 그렇다고 할 수는 있겠지만 딱 거기서 끝난다. 심지어 웃기려고 만든 영화임에도 그렇게 웃기다고 보기에는 힘든 정도..? 액션 씬은 약간 연출과 cg가 무슨 옛날 중국 무술 영화 액션 같고 스토리도 솔직히 좀 유치한 편이고 반전? 열린 결말?도 내 기준 추측하기 좀 쉬운 편이라 장점보다는 단점 찾는게 쉬운 듯한 영화.,부정
해수의 아이,4,죽여버리고싶은 스토리라인이였다. 이 애니메이션에서 단 한명도 이입이되는 인물이 없었다. 작화는 끝내주는데 글쎄 그정도로까지 설명할 주제였나싶다. 걍 가볍게 여름 분위기 나는 애니 보러갈거면 절대 보지 않기를 추천,부정
알라딘,10,마지막 편 너무 좋음,긍정
나쁜 녀석들: 더 무비,6,15세 관람가지만 내용은 초등수준..,부정
내가 고백을 하면,10,좋다. 이거 보면 정말 강릉에 가고 싶어진다. 그것도 겨울날의 강릉,긍정
갈까부다,2,"주변이들로부터 축복받지 못하는 나이 차이 많이 나는 커플의 이야기를 다큐로 찍는다고 했을 때 예상 할 수 있는 가장 뻔한 전개로 진행되다가 아무런 의미있는 메시지도 전하지 못한 채 마무리된다. 이 작품의 시작이 개인적 기록, 선물의 성격이었다 하더라도 대중에게 공개 하는 시점에선 그 이상의 미덕을 고민했어야지 않나. 무엇보다 이 영화가 불편한 지점은 제법 많은 상황과 인터뷰가 연출된 것으로 보이는데 이 영화의 분류를 '다큐멘터리'로 하는 것이 옳냐는 것이다. 연출된 장면들에서 쌓였던 작은 불편함들이 흑백으로 찍힌 감독의 어색한 연기 인터뷰 장면에서 폭발하고 만다. 이 작품을 기대했었던 관객으로선 재미가 없는 것보다 더 치명적으로 가장 아쉬운 지점이다. 그럼에도 불구하고 매번 눈길을 끄는 이야기를 기획해 내는 것은 고봉수 감독의 다음 작품을 한번 더 기대하게 한다.",부정
담보,10,영화관에서 오열하고 나왔습니다..ㅠ 올해 본 영화중에 가장 최고였어요!!! 소이 귀여워서 심장 멎을뻔 했어요 ㅎ,긍정
"가장 따뜻한 색, 블루",10,"나 아직 이 영화 다 못봤어ㅠ.ㅠ보고싶어 너도 영화도,, 이따가 내가 카톡할게용 ♡.♡",긍정
함정,10,영화보는 내내 긴장을풀수없었고다..,긍정
스타워즈: 라스트 제다이,2,쓰레기중 쓰레기 쓸말도 없다,부정
국제수사,1,공짜로 봤는데도 쌍욕 오지게 나오는 영화 여기서 볼만한건 배우들 연기 그 이상 그 이하도 없음 그리고 씨지 티 이렇게 나는거 처음봄... 차타고 가는 장면 ㄹㅇ 넘한거 아니냐 배경이랑 다 따로 놀고... 해외에서 찍는다고 씨지엔 돈 못썼나봄,부정
뮬란,2,어떤 ㅄ 들이 평점을 이렇게 높게 줘?눈깔들이 삐었냐?,부정
토이 스토리 4,2,그래픽이나 그런건 다 좋은데 원래 토이스토리가 이랬나..?싶었음ㅠㅠ너무 억지스러워요,부정
언힌지드,10,안전운전하고 빵빵한번 잘못눌렀다가 인생한번 지대로 꼬이는거야 ㄷㄷ,긍정
뮬란,10,역시 평점은 100% 못 믿음. 전 완전 재밌게 봤네요.,긍정
82년생 김지영,1,요즘 태어나 꿀만 빤 녀ㄴ들이 뭐가 그렇게 공감된다고 지라 ㄹ들을 하는지 ㅉㅉ.. 우리 어머니 할머니 때면 이해한다. 80년대 90년대 편하게 산 녀ㄴ들이 오히려 남자가 역차별 받는 세상에서 뭐가 그리 불만들인지 하여간 페미들이 다 버려놓네..,부정
타짜: 원 아이드 잭,2,타짜2를 명작으로 만드는영화.,부정
소년시절의 너,10,너무 인상깊게 봤습니다. 제목만 보고 생각했던 내용과는 사뭇 달라서 더 색달랐던 것 같아요 ㅎ 말할 수 없는 비밀과는 또 다른 대만만의 감성에 박수!!!,긍정
담보,10,너무 감동입니다 펑펑 울었어요~,긍정
B급 며느리,10,대한민국의 며느리로 살면서 울고 웃으며 재밋게 봤늡니다,긍정
언힌지드,8,운전의 에티켓을 보여주는 실전 영화 지루할 틈이 없다 ....킬링 타임으로 굿굿,긍정
에놀라 홈즈,10,"드라마로 더 오래 볼 수 있었다면 좋을텐데. 그만큼 아껴보고싶은 영화. 주인공이 그저 셜록 홈즈의 여동생, 부록 정도로 그려지지 않아 좋았다. 캐릭터 하나 하나가 살아있어 흥미진진하게 관람할 수 있었다.",긍정
"안녕, 나의 소울메이트",10,둥지에 있던 새는 자유를 찾아 날아갔다,긍정
런닝맨,10,와. 영화 개쩐다. 보기드문 수작이야.,긍정
패션 오브 크라이스트,1,걍 고어물이네 정신병자 선동꾼 예수놈 고문하는 영화,부정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,현장감 감동 최고였습니다거대한 스크린으로 울려퍼지는 음량이 무대를 찟네요 다시가고싶네요,긍정
강철비2: 정상회담,1,대깨문들을 위한 영화.. 저걸 영화라고 만들었냐,부정
구타유발자들,10,평가절하되어있는 수작중 하나...때린놈은 경찰이 되어 여전히 기득권을 누리긴 하나 등장인물중 가장 큰 삼판을 받음...,긍정
담보,10,방금보고나왔어요ㅠㅠ최고ㅠㅜ넘나슬퍼ㅠㅠ !!!! 꼭보세용!!!,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,최고의 가창력의  소유자..왜 이제사 우리곁에 왓나요..영원한나의 가수여!!!,긍정
82년생 김지영,1,군대나 가라 페미들아 이딴 쓰레기나 빨지말고,부정
"어디갔어, 버나뎃",10,삶을 살아가면서 시시해진다는 것을 일찍 깨달은 사람이 다시 어떻게 꿈을 찾아가는지 그 여정을 함께한 기분이었다. 그 안에서 가족의 결속과 소통의 중요성을 보여주는 영화였다.,긍정
담보,10,성동일 배우님 연기에 눈물 ㅠㅠ,긍정
부활: 그 증거,10,부활의 증거만이 우리가 살아가는 이유를 알게 한다.,긍정
파란 대문,5,99년 영화인데 왜케 옛날 영화 같음? 한 70년대 영화인줄...연출자 범죄를 차지한다하더라도 설정과 표현방식이 너무 올드하고 개구림.,부정
"그래, 가족",8,"엉터리 사투리에, 억지스러운 스토리였음에도.. 눈물이 핑 돈다..",긍정
죽지않는 인간들의 밤,10,전 재밌게 봤어요~~ 양동근 팬 됐어요ㅎㅎ 흥행이 저조해서 아쉽,긍정
플립,10,여운이 남는영화네요.. 나중에 또 보러올듯한 영화,긍정
게이트,1,알바좀 적당히써라 제발,부정
사생결단,10,"사생결단, 부당거래 완전 재밌음. 명작",긍정
반지의 제왕: 두 개의 탑,10,2002년도의 영화 인걸 생각하면.. 정말 대단하다,긍정
국제수사,2,저는 정말 오랜만에 소름돋는 지루함이였습니다,부정
국제수사,1,이 영화를 돈주고 봤다는 수치를 잊지 않기 위해 기록해놓는다,부정
천문: 하늘에 묻는다,10,굿입니다용 연리력 굿굿,긍정
그린랜드,4,보기 힘들었음. 여혐 유발하는 미국 신파극,부정
앙: 단팥 인생 이야기,10,인생영화에요 찬바람불면 생각나고 마음이 시린날 생각많이 나요,긍정
타임 머신,2,"무슨영화가 80만년후부터는, 완전 다른영화가 되어버리네요. ㅡㅡ 죽도록 사랑하던 약혼자는 어디에...",부정
지푸라기라도 잡고 싶은 짐승들,10,생각없이 보는거 좋은데 머리안써도 이해다되고 콜드체이싱처럼 쳅터 몇장으로 나뉘어져서 하나도 안지루함 못뜬게 아쉬윤쁀,긍정
담보,2,정말.... 보는 내가 왜이리 황당하고 부끄러워야 하는걸까 ㅜㅜ 정말 최악의 스토리와 내용설정 이래서 한국영화는 극장가서 보면 안되는건데  코로나때문에 정말 힘들게 오랜만에 나들이 인데 짜증이 박살나네요  에휴..,부정
메피스토,1,마지막 동생?딸?은 어디로 감 ㅋㅋ 연출도 별로 스토리도 별로 연기력은 그저그럼 보지마세요,부정
엑시트,10,손에서 땀남 ㅋㅋ 오늘 ocn 에서 처음 했는데 너무 재미있었어요 ㅎ,긍정
50가지 그림자: 해방,1,노 잼 걸러라,부정
담보,2,넘 뻔한스토리에 강정선만 자극하는 그냥 그런 영화  이게 뭡니까  돈아깝다 선동열과 승희아역 연기는 인정합니다,부정
불한당: 나쁜 놈들의 세상,10,수작임.. 잘만들었네 근데 왜 관객수가 이런거지..,긍정
언힌지드,2,B급영화도 아니고..C급 영화..러셀크로우 돈 다 떨어졌나보네..이딴식 영화 출연 하네..영화비도 아깝지만..시간도 아깝네..줄거리도..개연성도..ㅋㅋ..정말 OO이다,부정
오! 문희,8,나문희도 나문희지만 이희준도 연기 좋다,긍정
